trial,n_features,motif,mean_impact,median_impact,std_impact
0,17,Cascade,0.0,0.0,0.0
0,17,Feedforward Loop,0.0,0.0,0.0
0,17,Feedback Loop,-2.827526057242519e-07,0.0,1.9931899763145646e-06
0,17,Single Input Module,0.0,0.0,0.0
1,17,Cascade,0.0,0.0,0.0
1,17,Feedforward Loop,0.0,0.0,0.0
1,17,Feedback Loop,0.0,0.0,0.0
1,17,Single Input Module,0.0,0.0,0.0
2,17,Cascade,0.0,0.0,0.0
2,17,Feedforward Loop,0.0,0.0,0.0
2,17,Feedback Loop,0.0,0.0,0.0
2,17,Single Input Module,0.0,0.0,0.0
3,17,Cascade,3.193105970110212e-08,0.0,2.877370996056144e-07
3,17,Feedforward Loop,2.6948068157902786e-08,0.0,2.3126901958080728e-07
3,17,Feedback Loop,3.726716092176019e-06,0.0,2.502162100739897e-05
3,17,Single Input Module,0.0,0.0,0.0
4,17,Cascade,-4.916409106583011e-07,0.0,4.2551553975082895e-06
4,17,Feedforward Loop,0.0,0.0,0.0
4,17,Feedback Loop,6.651136076966619e-06,0.0,2.6557977370588372e-05
4,17,Single Input Module,0.0,0.0,0.0
5,17,Cascade,-1.357636151345903e-06,0.0,1.1702100540926713e-05
5,17,Feedforward Loop,6.277308580602224e-07,0.0,2.682156046248466e-06
5,17,Feedback Loop,3.880624239852727e-06,0.0,1.2142595600016062e-05
5,17,Single Input Module,0.0,0.0,0.0
6,17,Cascade,0.0,0.0,0.0
6,17,Feedforward Loop,0.0,0.0,0.0
6,17,Feedback Loop,0.0,0.0,0.0
6,17,Single Input Module,0.0,0.0,0.0
7,17,Cascade,-8.340760601009717e-07,0.0,1.0912100434939392e-05
7,17,Feedforward Loop,6.546789262181252e-07,0.0,2.678261358200588e-06
7,17,Feedback Loop,6.650591629552608e-07,0.0,7.1216209324809265e-06
7,17,Single Input Module,0.0,0.0,0.0
8,17,Cascade,0.0,0.0,0.0
8,17,Feedforward Loop,0.0,0.0,0.0
8,17,Feedback Loop,0.0,0.0,0.0
8,17,Single Input Module,0.0,0.0,0.0
9,17,Cascade,3.193105970110212e-08,0.0,2.877370996056144e-07
9,17,Feedforward Loop,2.6948068157902786e-08,0.0,2.3126901958080728e-07
9,17,Feedback Loop,5.921189005326743e-08,0.0,9.70504087582184e-07
9,17,Single Input Module,0.0,0.0,0.0
10,17,Cascade,3.193105970110212e-08,0.0,2.877370996056144e-07
10,17,Feedforward Loop,2.6948068157902786e-08,0.0,2.3126901958080728e-07
10,17,Feedback Loop,-2.2353601202161775e-07,0.0,2.093243776076423e-06
10,17,Single Input Module,0.0,0.0,0.0
11,17,Cascade,-8.659928648647073e-07,0.0,1.0911014964647217e-05
11,17,Feedforward Loop,6.277308580602224e-07,0.0,2.682156046248466e-06
11,17,Feedback Loop,8.969900131841764e-07,0.0,7.237909239960775e-06
11,17,Single Input Module,0.0,0.0,0.0
12,17,Cascade,0.0,0.0,0.0
12,17,Feedforward Loop,0.0,0.0,0.0
12,17,Feedback Loop,-2.827526057242519e-07,0.0,1.9931899763145646e-06
12,17,Single Input Module,0.0,0.0,0.0
13,17,Cascade,0.0,0.0,0.0
13,17,Feedforward Loop,0.0,0.0,0.0
13,17,Feedback Loop,0.0,0.0,0.0
13,17,Single Input Module,0.0,0.0,0.0
14,17,Cascade,0.0,0.0,0.0
14,17,Feedforward Loop,0.0,0.0,0.0
14,17,Feedback Loop,0.0,0.0,0.0
14,17,Single Input Module,0.0,0.0,0.0
15,17,Cascade,0.0,0.0,0.0
15,17,Feedforward Loop,0.0,0.0,0.0
15,17,Feedback Loop,3.667504202122752e-06,0.0,2.5011565148923704e-05
15,17,Single Input Module,0.0,0.0,0.0
16,17,Cascade,-8.659928648647073e-07,0.0,1.0911014964647217e-05
16,17,Feedforward Loop,6.277308580602224e-07,0.0,2.682156046248466e-06
16,17,Feedback Loop,4.556094673450263e-06,0.0,2.5828578524597576e-05
16,17,Single Input Module,0.0,0.0,0.0
17,17,Cascade,-8.659928648647073e-07,0.0,1.0911014964647217e-05
