graph_id,Motif,Loss (Original),Loss (Full SAE),Loss (Ablated),SAE Degradation,Ablation Impact,Ablated_Feature_Set
2665,Single Input Module,0.000395462004235,0.0003960478934459,0.0003957930603064,5.858892109245062e-07,-2.548331394791603e-07,Feedback Loop
1023,Feedback Loop,0.0080572962760925,0.0080679478123784,0.0079524908214807,1.0651536285877228e-05,-0.0001154569908976,Feedback Loop
597,Feedforward Loop,0.0028208110015839,0.0028205257840454,0.0027982932515442,-2.852175384759903e-07,-2.2232532501220703e-05,Feedback Loop
690,Feedforward Loop,0.0003868336498271,0.0003846689942292,0.0003867055347654,-2.1646555978804827e-06,2.036540536209941e-06,Feedback Loop
491,Feedforward Loop,0.0335742384195327,0.0335742384195327,0.0335742384195327,0.0,0.0,Feedback Loop
1602,Feedback Loop,0.0069989846087992,0.007002452854067,0.0070176171138882,3.468245267868042e-06,1.5164259821176527e-05,Feedback Loop
3610,Cascade,0.0008972776122391,0.0008971582283265,0.000897719815839,-1.1938391253352165e-07,5.615875124931335e-07,Feedback Loop
3948,Cascade,,,,,,Feedback Loop
4740,Cascade,0.0108647644519805,0.0108767421916127,0.0109501248225569,1.197773963212967e-05,7.338263094425201e-05,Feedback Loop
1200,Feedback Loop,0.0047785574570298,0.0047920728102326,0.0047961194068193,1.3515353202819824e-05,4.046596586704254e-06,Feedback Loop
1878,Feedback Loop,,,,,,Feedback Loop
1281,Feedback Loop,0.0044490005820989,0.0044559747911989,0.0077523807995021,6.974209100008011e-06,0.0032964060083031,Feedback Loop
3240,Cascade,0.0031787687912583,0.0031745759770274,0.0031717468518763,-4.192814230918884e-06,-2.82912515103817e-06,Feedback Loop
3884,Cascade,0.0026332335546612,0.0026334263384342,0.0026339830365031,1.9278377294540405e-07,5.566980689764023e-07,Feedback Loop
478,Feedforward Loop,0.0041121914982795,0.0041134334169328,0.0041129179298877,1.2419186532497406e-06,-5.154870450496674e-07,Feedback Loop
4233,Feedforward Loop,0.0001920204958878,0.0002142540761269,0.0002585592446848,2.2233580239117146e-05,4.430516855791211e-05,Feedback Loop
3577,Cascade,0.0061057549901306,0.0061034732498228,0.0061046644113957,-2.2817403078079224e-06,1.191161572933197e-06,Feedback Loop
3869,Cascade,9.602555655874312e-05,9.825703455135226e-05,9.788181341718882e-05,2.2314779926091437e-06,-3.752211341634393e-07,Feedback Loop
2686,Single Input Module,0.0003112885460723,0.0003116734442301,0.0003115059516858,3.8489815779030323e-07,-1.6749254427850246e-07,Feedback Loop
1540,Feedback Loop,0.0047822929918766,0.0048026405274868,0.0047340891323983,2.034753561019897e-05,-6.855139508843422e-05,Feedback Loop
987,Feedforward Loop,0.0079085491597652,0.0079078758135437,0.0079081682488322,-6.73346221446991e-07,2.9243528842926025e-07,Feedback Loop
3494,Cascade,0.0073510012589395,0.0073472410440444,0.0073275617323815,-3.7602148950099945e-06,-1.967931166291237e-05,Feedback Loop
182,Feedforward Loop,0.0037126755341887,0.0037114422302693,0.0037123784422874,-1.2333039194345474e-06,9.362120181322098e-07,Feedback Loop
2743,Single Input Module,0.0274790860712528,0.0274791084229946,0.0274790972471237,2.2351741790771484e-08,-1.1175870895385742e-08,Feedback Loop
1532,Feedback Loop,0.0077257282100617,0.0077073224820196,0.0076159792952239,-1.8405728042125705e-05,-9.134318679571152e-05,Feedback Loop
4631,Single Input Module,0.0167799685150384,0.0167490188032388,0.0167379453778266,-3.094971179962158e-05,-1.107342541217804e-05,Feedback Loop
1383,Feedback Loop,0.0045696943998336,0.004569012671709,0.0045555518008768,-6.817281246185303e-07,-1.346087083220482e-05,Feedback Loop
2632,Single Input Module,0.0316504165530204,0.0316504165530204,0.0316504165530204,0.0,0.0,Feedback Loop
4558,Cascade,0.0126161891967058,0.0128460200503468,0.0127287125214934,0.000229830853641,-0.0001173075288534,Feedback Loop
2607,Single Input Module,0.005338363815099,0.005338177550584,0.005338258575648,-1.862645149230957e-07,8.102506399154663e-08,Feedback Loop
2156,Single Input Module,0.0001023701333906,0.0001024063385557,0.0001023905642796,3.6205165088176734e-08,-1.5774276107549667e-08,Feedback Loop
4903,Cascade,0.0045746006071567,0.0045777396298944,0.0045709372498095,3.1390227377414703e-06,-6.802380084991455e-06,Feedback Loop
4595,Cascade,0.0093678291887044,0.0093310922384262,0.00909308437258,-3.6736950278282166e-05,-0.0002380078658461,Feedback Loop
577,Feedforward Loop,0.0142242535948753,0.0142229152843356,0.0142234982922673,-1.3383105397224426e-06,5.830079317092896e-07,Feedback Loop
4783,Single Input Module,0.0203802194446325,0.0203486364334821,0.0198559556156396,-3.158301115036011e-05,-0.0004926808178424,Feedback Loop
3299,Cascade,0.0017707397928461,0.0017686520004644,0.0017702394397929,-2.087792381644249e-06,1.5874393284320831e-06,Feedback Loop
190,Feedforward Loop,0.0031566654797643,0.0031566524412482,0.0031554864253848,-1.30385160446167e-08,-1.166015863418579e-06,Feedback Loop
4538,Feedforward Loop,0.0089605273678898,0.0089117055758833,0.0091384463012218,-4.8821792006492615e-05,0.0002267407253384,Feedback Loop
2545,Single Input Module,0.0057450123131275,0.0057449578307569,0.0057449811138212,-5.448237061500549e-08,2.3283064365386963e-08,Feedback Loop
4734,Single Input Module,0.0037551778368651,0.0037641318049281,0.0042194533161818,8.953968062996864e-06,0.0004553215112537,Feedback Loop
1564,Feedback Loop,0.005650432780385,0.0056497803889214,0.0056438599713146,-6.523914635181427e-07,-5.920417606830597e-06,Feedback Loop
65,Feedforward Loop,0.0016131835291162,0.0016129760770127,0.0016130668809637,-2.0745210349559787e-07,9.080395102500917e-08,Feedback Loop
442,Feedforward Loop,0.0009102280018851,0.0009113855776377,0.0009120729519054,1.1575757525861263e-06,6.873742677271366e-07,Feedback Loop
277,Feedforward Loop,0.0121563374996185,0.0121562303975224,0.0121562778949737,-1.0710209608078004e-07,4.749745130538941e-08,Feedback Loop
2299,Single Input Module,0.0094043612480163,0.0094044124707579,0.0094043901190161,5.1222741603851325e-08,-2.2351741790771484e-08,Feedback Loop
721,Feedforward Loop,0.0005154444370418,0.0005161683657206,0.0005157843115739,7.239286787807941e-07,-3.84054146707058e-07,Feedback Loop
1294,Feedback Loop,0.0033630444668233,0.0033711339347064,0.0033540530130267,8.089467883110046e-06,-1.7080921679735184e-05,Feedback Loop
3681,Cascade,0.0076631573028862,0.007664053235203,0.0076704155653715,8.959323167800903e-07,6.3623301684856415e-06,Feedback Loop
2085,Single Input Module,0.000178312708158,0.0001780796155799,0.0001781810133252,-2.3309257812798026e-07,1.0139774531126022e-07,Feedback Loop
4360,Cascade,0.0139373624697327,0.0139599414542317,0.0137645592913031,2.257898449897766e-05,-0.0001953821629285,Feedback Loop
1827,Feedback Loop,0.0046305232681334,0.0046264608390629,0.0045745149254798,-4.062429070472717e-06,-5.194591358304024e-05,Feedback Loop
2894,Single Input Module,0.0137693816795945,0.0137699702754616,0.013769713230431,5.885958671569824e-07,-2.570450305938721e-07,Feedback Loop
3785,Cascade,0.0022876593284308,0.0022881270851939,0.0022708664182573,4.677567631006241e-07,-1.726066693663597e-05,Feedback Loop
562,Feedforward Loop,0.0023113170173019,0.0023111174814403,0.0023110408801585,-1.995358616113663e-07,-7.660128176212312e-08,Feedback Loop
4826,Feedforward Loop,0.004472941160202,0.0044683860614895,0.0046154125593602,-4.555098712444305e-06,0.0001470264978706,Feedback Loop
2635,Single Input Module,0.0036143735051155,0.0036143967881798,0.0036143865436315,2.3283064365386963e-08,-1.0244548320770264e-08,Feedback Loop
3475,Cascade,0.0041683814488351,0.0041683823801577,0.0041650985367596,9.313225746154783e-10,-3.283843398094177e-06,Feedback Loop
1734,Feedback Loop,0.0029711690731346,0.0029830303974449,0.0029780380427837,1.1861324310302734e-05,-4.992354661226273e-06,Feedback Loop
145,Feedforward Loop,0.0030793857295066,0.0030782520771026,0.0030787449795752,-1.1336524039506912e-06,4.92902472615242e-07,Feedback Loop
1576,Feedback Loop,0.003194544930011,0.003191324416548,0.0031746039167046,-3.2205134630203247e-06,-1.6720499843358994e-05,Feedback Loop
4042,Cascade,0.0026477586943656,0.0027347702998667,0.0028300893027335,8.701160550117493e-05,9.5319002866745e-05,Feedback Loop
4630,Cascade,0.0293500088155269,0.0293092187494039,0.029565006494522,-4.079006612300873e-05,0.0002557877451181,Feedback Loop
1950,Feedback Loop,0.0036579573061317,0.003657495137304,0.0052197207696735,-4.621688276529312e-07,0.0015622256323695,Feedback Loop
3750,Cascade,0.0027143021579831,0.0027149047236889,0.0026514616329222,6.025657057762146e-07,-6.344309076666832e-05,Feedback Loop
2318,Single Input Module,0.0021735217887908,0.00217413646169,0.0021738691721111,6.146728992462158e-07,-2.672895789146424e-07,Feedback Loop
1296,Feedback Loop,0.001548302359879,0.0015484681352972,0.0020401019137352,1.657754182815552e-07,0.0004916337784379,Feedback Loop
2685,Single Input Module,0.0016385903581976,0.0016386526403948,0.0016386255156248,6.228219717741014e-08,-2.712476998567581e-08,Feedback Loop
3326,Cascade,0.0002433533663861,0.0002433533663861,0.0002433533663861,0.0,0.0,Feedback Loop
2775,Single Input Module,0.0002415683993604,0.0002417925861664,0.0002416948263999,2.241868060082197e-07,-9.775976650416852e-08,Feedback Loop
840,Feedforward Loop,1.4122663742455188e-05,1.389866793033434e-05,1.39961666718591e-05,-2.239958121208474e-07,9.749874152475969e-08,Feedback Loop
644,Feedforward Loop,0.0013705006567761,0.0013698982074856,0.001370235462673,-6.024492904543877e-07,3.372551873326302e-07,Feedback Loop
1117,Feedback Loop,0.0075492369942367,0.0075459023937582,0.0075235925614833,-3.334600478410721e-06,-2.2309832274913788e-05,Feedback Loop
2917,Single Input Module,0.0003672996535897,0.0003674237814266,0.0003673698811326,1.2412783689796925e-07,-5.3900294005870826e-08,Feedback Loop
4257,Feedforward Loop,0.0130009753629565,0.0130509175360202,0.0130886128172278,4.994217306375504e-05,3.769528120756149e-05,Feedback Loop
4138,Feedback Loop,0.0279138181358575,0.0279236566275358,0.0277858842164278,9.838491678237917e-06,-0.000137772411108,Feedback Loop
2818,Single Input Module,0.0053227520547807,0.0053224489092826,0.0053225806914269,-3.0314549803733826e-07,1.317821443080902e-07,Feedback Loop
3847,Cascade,0.0033535291440784,0.0033520709257572,0.0033461942803114,-1.4582183212041857e-06,-5.876645445823669e-06,Feedback Loop
149,Feedforward Loop,0.0019243500428274,0.0019253435311838,0.0019250089535489,9.934883564710615e-07,-3.3457763493061066e-07,Feedback Loop
3589,Cascade,0.0011822961969301,0.0011819393839687,0.0011819991050288,-3.568129613995552e-07,5.972106009721756e-08,Feedback Loop
2157,Single Input Module,0.0003274863702245,0.0003279359661974,0.000327740504872,4.4959597289562236e-07,-1.9546132534742358e-07,Feedback Loop
4977,Cascade,0.0101637272164225,0.0098799159750342,0.0101629514247179,-0.0002838112413883,0.0002830354496836,Feedback Loop
2778,Single Input Module,0.0083971973508596,0.008397470228374,0.0083973510190844,2.728775143623352e-07,-1.1920928955078125e-07,Feedback Loop
118,Feedforward Loop,0.0006835054955445,0.0006830988568253,0.0006833216175436,-4.066387191414833e-07,2.2276071831583977e-07,Feedback Loop
732,Feedforward Loop,0.0045686834491789,0.0045684371143579,0.0045685363002121,-2.463348209857941e-07,9.918585419654846e-08,Feedback Loop
4366,Cascade,0.0058836052194237,0.0058794482611119,0.005668279249221,-4.156958311796188e-06,-0.0002111690118908,Feedback Loop
1623,Feedback Loop,0.0097508057951927,0.0096973106265068,0.009483091533184,-5.3495168685913086e-05,-0.0002142190933227,Feedback Loop
1737,Feedback Loop,0.0080009074881672,0.008014085702598,0.0080239847302436,1.317821443080902e-05,9.89902764558792e-06,Feedback Loop
2645,Single Input Module,0.0002025352296186,0.0002025706489803,0.0002025552239501,3.5419361665844924e-08,-1.5425030142068863e-08,Feedback Loop
503,Feedforward Loop,0.0025954085867851,0.0025943932123482,0.0025934390723705,-1.0153744369745257e-06,-9.541399776935575e-07,Feedback Loop
2827,Single Input Module,0.0003174229350406,0.0003174055018462,0.0003158030158374,-1.7433194443583492e-08,-1.6024860087782145e-06,Feedback Loop
2102,Single Input Module,0.0055447458289563,0.0055447458289563,0.0055447542108595,0.0,8.381903171539307e-09,Feedback Loop
3472,Cascade,0.0004575609927996,0.0004561810346785,0.0004570029850583,-1.3799581211060286e-06,8.219503797590733e-07,Feedback Loop
3991,Cascade,8.763842924963683e-05,8.773228182690218e-05,8.829848957248032e-05,9.385257726535201e-08,5.6620774557814e-07,Feedback Loop
1578,Feedback Loop,0.001184563501738,0.0011822788510471,0.0011737745953723,-2.284650690853596e-06,-8.504255674779415e-06,Feedback Loop
1393,Feedback Loop,0.0054043061099946,0.0054000387899577,0.0054024620912969,-4.2673200368881226e-06,2.423301339149475e-06,Feedback Loop
1394,Feedback Loop,0.0044404119253158,0.0044250767678022,0.0043608853593468,-1.533515751361847e-05,-6.419140845537186e-05,Feedback Loop
1371,Feedback Loop,0.0026443446986377,0.002660971134901,0.0025913421995937,1.662643626332283e-05,-6.962893530726433e-05,Feedback Loop
81,Feedforward Loop,0.0024761050008237,0.0024754190817475,0.0024738004431128,-6.859190762042999e-07,-1.6186386346817017e-06,Feedback Loop
3601,Cascade,0.0141078261658549,0.0141058163717389,0.0140835465863347,-2.0097941160202022e-06,-2.226978540420532e-05,Feedback Loop
5,Feedforward Loop,0.0090459426864981,0.0090459324419498,0.0090459277853369,-1.0244548320770264e-08,-4.6566128730773926e-09,Feedback Loop
4263,Single Input Module,0.0041180672124028,0.0041590533219277,0.0040138564072549,4.0986109524965286e-05,-0.0001451969146728,Feedback Loop
830,Feedforward Loop,0.0047935773618519,0.0047924383543431,0.0047929333522915,-1.1390075087547302e-06,4.949979484081268e-07,Feedback Loop
4729,Single Input Module,0.0053138700313866,0.0052527533844113,0.0051429355517029,-6.111664697527885e-05,-0.0001098178327083,Feedback Loop
2500,Single Input Module,0.0002577052218839,0.0002577052218839,0.0002577052218839,0.0,0.0,Feedback Loop
2314,Single Input Module,0.0001375297870254,0.0001375641149934,0.0001375489664496,3.4327968023717403e-08,-1.5148543752729893e-08,Feedback Loop
1746,Feedback Loop,0.0046344986185431,0.0046363156288862,0.0046287085860967,1.8170103430747984e-06,-7.6070427894592285e-06,Feedback Loop
4608,Single Input Module,0.0193147361278533,0.0193464569747447,0.0193540100008249,3.17208468914032e-05,7.553026080131531e-06,Feedback Loop
325,Feedforward Loop,,,,,,Feedback Loop
3447,Cascade,0.0078617548570036,0.0078616766259074,0.0078617110848426,-7.82310962677002e-08,3.4458935260772705e-08,Feedback Loop
482,Feedforward Loop,0.0084303310140967,0.0084303161129355,0.0084312269464135,-1.4901161193847656e-08,9.10833477973938e-07,Feedback Loop
2170,Single Input Module,0.0008946806192398,0.0008944614673964,0.0008945567533373,-2.191518433392048e-07,9.528594091534617e-08,Feedback Loop
3502,Cascade,0.0113174999132752,0.0113174999132752,0.0113174999132752,0.0,0.0,Feedback Loop
2512,Single Input Module,0.0001389887183904,0.0001389887183904,0.0001389887183904,0.0,0.0,Feedback Loop
4109,Single Input Module,0.0257599968463182,0.0256810244172811,0.0253360569477081,-7.897242903709412e-05,-0.000344967469573,Feedback Loop
805,Feedforward Loop,0.0006346282316371,0.0006350813200697,0.0006348446477204,4.530884325504303e-07,-2.366723492741585e-07,Feedback Loop
4487,Cascade,5.680827598553151e-05,4.297454870538786e-05,4.297454870538786e-05,-1.3833727280143648e-05,0.0,Feedback Loop
4155,Single Input Module,0.1309114396572113,0.1329499334096908,0.1278520822525024,0.0020384937524795,-0.0050978511571884,Feedback Loop
4154,Feedforward Loop,0.0231036320328712,0.02279600687325,0.0220785290002822,-0.0003076251596212,-0.0007174778729677,Feedback Loop
1028,Feedback Loop,0.0059637022204697,0.005966255441308,0.0059655662626028,2.5532208383083344e-06,-6.891787052154541e-07,Feedback Loop
4133,Cascade,0.022598959505558,0.0226768162101507,0.0224069859832525,7.785670459270477e-05,-0.0002698302268981,Feedback Loop
3129,Cascade,0.0015438911505043,0.0015474752290174,0.0015440954593941,3.584078513085842e-06,-3.3797696232795715e-06,Feedback Loop
440,Feedforward Loop,0.0073192883282899,0.0073187560774385,0.007318987045437,-5.32250851392746e-07,2.309679985046387e-07,Feedback Loop
